,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
4,1383814137893986319,1383814137893986304,2021-04-18 18:06:15 ora legale Europa occidentale,2021-04-18,18:06:15,200,151967576,attorneycrump,Ben Crump,,A traffic stop should not end in a DEATH SENTENCE! The countless Black lives that have been unjustly taken at the hands of the police were not given the benefit of humanity! The culture of policing in America needs to change!  https://t.co/84T94fH4QC,en,[],[],[],64,215,1046,[],[],https://twitter.com/AttorneyCrump/status/1383814137893986319,False,,1,https://pbs.twimg.com/amplify_video_thumb/1383813521452920839/img/aZwta5WTQDmp_x1f.jpg,,,,,,,[],,,,
5,1383808664654409729,1383808664654409728,2021-04-18 17:44:30 ora legale Europa occidentale,2021-04-18,17:44:30,200,151967576,attorneycrump,Ben Crump,,"Gopher Resource exposed 100's of factory workers to astronomical levels of lead poisoning for YEARS! High levels of toxins have not only affected them, but also their children &amp; families! We MUST speak out about their gross negligence:",en,[],[],[],1,65,198,[],[],https://twitter.com/AttorneyCrump/status/1383808664654409729,False,,0,,,,,,,,[],,,,
6,1383782880539672582,1383782880539672576,2021-04-18 16:02:02 ora legale Europa occidentale,2021-04-18,16:02:02,200,151967576,attorneycrump,Ben Crump,,"On April 18th, 2019, Nigel Shelby took his own life after enduring repeated bullying at school for his race &amp; sexual orientation. Huntsville City Schools were AWARE of this &amp; did NOTHING when he asked for help! We need justice for Nigel!  https://t.co/q3B4WdtjxJ",en,[],[],['https://pbs.twimg.com/media/EzQvMVjVoAAb-_j.jpg'],44,545,2132,[],[],https://twitter.com/AttorneyCrump/status/1383782880539672582,False,,1,https://pbs.twimg.com/media/EzQvMVjVoAAb-_j.jpg,,,,,,,[],,,,
7,1383594136700215306,1383594136700215296,2021-04-18 03:32:02 ora legale Europa occidentale,2021-04-18,03:32:02,200,151967576,attorneycrump,Ben Crump,,How does a 26 YEAR veteran police officer mistake a BRIGHT YELLOW plastic taser placed on her opposite hip for a GUN?! IMPOSSIBLE! No excuse can justify Daunte Wright's death!  https://t.co/wemIucZsnJ,en,[],[],['https://pbs.twimg.com/media/EzODiHyVIAUi1ua.jpg'],174,802,3862,[],[],https://twitter.com/AttorneyCrump/status/1383594136700215306,False,,1,https://pbs.twimg.com/media/EzODiHyVIAUi1ua.jpg,,,,,,,[],,,,
0,1385006509197770756,1385006509197770752,2021-04-22 01:04:18 ora legale Europa occidentale,2021-04-22,01:04:18,200,151967576,attorneycrump,Ben Crump,,"As we watched the video of Daunte Wright’s senseless killing, we saw a reflection of him in our own children. This could have happened to ANY of our kids! There MUST be accountability for his death. We MUST get justice for #DaunteWright!  https://t.co/Wi1fxDWCgH",en,[],[],[],53,107,503,['dauntewright'],[],https://twitter.com/AttorneyCrump/status/1385006509197770756,False,,1,https://pbs.twimg.com/amplify_video_thumb/1384985501099122691/img/SGKqtw55AS5TWzf8.jpg,,,,,,,[],,,,
1,1384984789552410624,1384984789552410624,2021-04-21 23:38:00 ora legale Europa occidentale,2021-04-21,23:38:00,200,151967576,attorneycrump,Ben Crump,,GUILTY! GUILTY! GUILTY! This historic verdict sets a precedent for our future! It shows the world that marginalized minorities CAN get FULL justice. We CAN hold guilty officers accountable for their unjustifiable actions!  https://t.co/yRZFcGe1xd,en,[],[],[],43,67,633,[],[],https://twitter.com/AttorneyCrump/status/1384984789552410624,False,,1,https://pbs.twimg.com/amplify_video_thumb/1384958346072002561/img/mIsu6eXLTuKb20Xf.jpg,,,,,,,[],,,,
2,1384954093089738753,1384954093089738752,2021-04-21 21:36:01 ora legale Europa occidentale,2021-04-21,21:36:01,200,151967576,attorneycrump,Ben Crump,,What does justice feel like? George Floyd's brother @FloydPhilonise speaks TRUTH in his MUST-READ @washingtonpost column — and calls on the U.S. Senate to do its part in passing the George Floyd Justice in Policing Act!  https://t.co/n2T4ZnuSMP,en,"[{'screen_name': 'floydphilonise', 'name': 'philonise floyd', 'id': '3009537098'}, {'screen_name': 'washingtonpost', 'name': 'the washington post', 'id': '2467791'}]",['https://www.washingtonpost.com/opinions/2021/04/21/philonise-floyd-chauvin-verdict-justice/'],[],28,54,282,[],[],https://twitter.com/AttorneyCrump/status/1384954093089738753,False,,0,,,,,,,,[],,,,
3,1384899480907100160,1384899480907100160,2021-04-21 17:59:01 ora legale Europa occidentale,2021-04-21,17:59:01,200,151967576,attorneycrump,Ben Crump,,"Regina Perkins didn’t approve of her daughter’s relationship w/ 17yo Anthony Thompson Jr, so she called 911. @Knoxville_PD swarmed Anthony’s HS &amp; fatally shot him! This call to cops led to excessive force &amp; another dead Black teen... is anyone surprised?  https://t.co/Ly2JPWFCgH",en,"[{'screen_name': 'knoxville_pd', 'name': 'knoxville police tn', 'id': '314698168'}]",['https://fal.cn/3eS2l'],[],275,925,1665,[],[],https://twitter.com/AttorneyCrump/status/1384899480907100160,False,,0,,,,,,,,[],,,,
4,1384887746423050242,1384887746423050240,2021-04-21 17:12:23 ora legale Europa occidentale,2021-04-21,17:12:23,200,151967576,attorneycrump,Ben Crump,,Join us today in Minneapolis as we honor the life of #DaunteWright. 🙏🏾  ALL are invited to pay their respects during the public viewing from 2-6PM CT. Remember that Daunte's life MATTERED. #BLM  https://t.co/A82Er90vJ9,en,[],[],['https://pbs.twimg.com/media/EzgcBBuWQAgQWia.jpg'],33,192,1091,"['dauntewright', 'blm']",[],https://twitter.com/AttorneyCrump/status/1384887746423050242,False,,1,https://pbs.twimg.com/media/EzgcBBuWQAgQWia.jpg,,,,,,,[],,,,
5,1384864908890755075,1384864908890755072,2021-04-21 15:41:38 ora legale Europa occidentale,2021-04-21,15:41:38,200,151967576,attorneycrump,Ben Crump,,"This is Derek Chauvin’s new mugshot after being found GUILTY on all counts of murder, just released by Minnesota Department of Corrections. #JusticeForGeorgeFloyd  https://t.co/hFwDy5SOCJ",en,[],[],['https://pbs.twimg.com/media/EzgHS5_WUAI-Lsz.jpg'],866,1536,8827,['justiceforgeorgefloyd'],[],https://twitter.com/AttorneyCrump/status/1384864908890755075,False,,1,https://pbs.twimg.com/media/EzgHS5_WUAI-Lsz.jpg,,,,,,,[],,,,
6,1384705209885134848,1384705209885134848,2021-04-21 05:07:03 ora legale Europa occidentale,2021-04-21,05:07:03,200,151967576,attorneycrump,Ben Crump,,"We must keep fighting for ALL of the marginalized minorities who have lost their lives to police brutality. 2 years ago today, 18yo Anthony “Chulo” Vega-Cruz was killed by a @WethersfieldPD cop during a traffic stop. We need systemic change!  https://t.co/kGUkZgweV2",en,"[{'screen_name': 'wethersfieldpd', 'name': 'wethersfield police', 'id': '38169066'}]",[],['https://pbs.twimg.com/media/Ezd2C-UXMAIvN4m.jpg'],66,379,1720,[],[],https://twitter.com/AttorneyCrump/status/1384705209885134848,False,,1,https://pbs.twimg.com/media/Ezd2C-UXMAIvN4m.jpg,,,,,,,[],,,,
7,1384667861642358785,1384667861642358784,2021-04-21 02:38:38 ora legale Europa occidentale,2021-04-21,02:38:38,200,151967576,attorneycrump,Ben Crump,,"As we breathed a collective sigh of relief today, a community in Columbus felt the sting of another police shooting as @ColumbusPolice killed an unarmed 15yo Black girl named Makiyah Bryant. Another child lost! Another hashtag. ✊🏾🙏🏾#JusticeForMakiyahBryant  https://t.co/9ssR5gfqm5",en,"[{'screen_name': 'columbuspolice', 'name': 'columbus ohio police', 'id': '40010656'}]",['https://www.dispatch.com/story/news/crime/2021/04/20/one-person-killed-officer-involved-shooting-east-side/7309088002/'],[],6204,2522,5229,['justiceformakiyahbryant'],[],https://twitter.com/AttorneyCrump/status/1384667861642358785,False,,0,,,,,,,,[],,,,
8,1384658353289322496,1384657885536276480,2021-04-21 02:00:51 ora legale Europa occidentale,2021-04-21,02:00:51,200,151967576,attorneycrump,Ben Crump,,My remarks  https://t.co/Juk9A4d030,en,[],[],['https://pbs.twimg.com/media/EzdLbtsWEAEbwOC.jpg'],23,95,416,[],[],https://twitter.com/AttorneyCrump/status/1384658353289322496,False,,1,https://pbs.twimg.com/media/EzdLbtsWEAEbwOC.jpg,,,,,,,[],,,,
0,1385743047833571332,1385743047833571328,2021-04-24 01:51:03 ora legale Europa occidentale,2021-04-24,01:51:03,200,151967576,attorneycrump,Ben Crump,,"DISGUSTING! George Floyd’s life mattered! Black lives matter!! This hate does NOT belong in our communities. Thankfully, the artist was able to quickly fix the mural and erase this despicable message.  https://t.co/PyTjh7ibm4",en,[],[],['https://pbs.twimg.com/media/Ezsl9LuX0AIELux.jpg'],754,1228,5697,[],[],https://twitter.com/AttorneyCrump/status/1385743047833571332,False,,1,https://pbs.twimg.com/media/Ezsl9LuX0AIELux.jpg,,,,,,,[],,,,
1,1385705790464569344,1385705790464569344,2021-04-23 23:23:00 ora legale Europa occidentale,2021-04-23,23:23:00,200,151967576,attorneycrump,Ben Crump,,"Powerful @ABC2020 special about George Floyd’s life, death and legacy with exclusive interviews from the Floyd family PREMIERES TONIGHT. Watch at 9PM ET on @ABC.  https://t.co/AdOaXKF8oD",en,"[{'screen_name': 'abc2020', 'name': '20/20', 'id': '16457400'}, {'screen_name': 'abc', 'name': 'abc news', 'id': '28785486'}]",[],[],30,90,428,[],[],https://twitter.com/AttorneyCrump/status/1385705790464569344,False,,1,https://pbs.twimg.com/media/Ezr8GPSWYAgG4Wh.jpg,,,,,,,[],,,,
2,1385649178425057282,1385649178425057280,2021-04-23 19:38:02 ora legale Europa occidentale,2021-04-23,19:38:02,200,151967576,attorneycrump,Ben Crump,,Ange Hillz painted this portrait of #DaunteWright during his funeral yesterday in only 8 MINUTES. 👏🏾 He also painted one of George Floyd at his funeral. Thanks for sharing your talents with these grieving families and giving them something to remember their loved ones by.  https://t.co/VC7YZCESiF,en,[],[],['https://pbs.twimg.com/media/EzrQlUHX0AEnQkA.jpg'],43,221,1984,['dauntewright'],[],https://twitter.com/AttorneyCrump/status/1385649178425057282,False,,1,https://pbs.twimg.com/media/EzrQlUHX0AEnQkA.jpg,,,,,,,[],,,,
3,1385604144128479239,1385604144128479232,2021-04-23 16:39:05 ora legale Europa occidentale,2021-04-23,16:39:05,200,151967576,attorneycrump,Ben Crump,,How cops should NOT take a suspect into custody: Step 1: Handcuff them Step 2: Repeatedly punch them in the face 🤦🏾‍♂️ In WHAT world is this okay?!,en,[],[],[],177,577,1459,[],[],https://twitter.com/AttorneyCrump/status/1385604144128479239,False,https://twitter.com/CBSNews/status/1385594387011444736,0,,,,,,,,[],,,,
4,1385580635050369027,1385580635050369024,2021-04-23 15:05:40 ora legale Europa occidentale,2021-04-23,15:05:40,200,151967576,attorneycrump,Ben Crump,,Bellaby: Our job is to ask questions and not just blindly accept official narrative  https://t.co/zDHkgjDerE via @Florida_Today,en,"[{'screen_name': 'florida_today', 'name': 'florida today', 'id': '17001533'}]",['https://www.floridatoday.com/story/opinion/2021/04/22/florida-today-editor-state-attorney-criticism-reporting-cocoa-shooting/7326907002/'],[],14,31,130,[],[],https://twitter.com/AttorneyCrump/status/1385580635050369027,False,,0,,,,,,,,[],,,,
5,1385425191510048771,1385425191510048768,2021-04-23 04:48:00 ora legale Europa occidentale,2021-04-23,04:48:00,200,151967576,attorneycrump,Ben Crump,,This is THE MOMENT that Derek Chauvin was found guilty on ALL 3 charges. It will forever be cemented in history of American justice!  https://t.co/CcBU8RWAMh,en,[],[],[],39,102,751,[],[],https://twitter.com/AttorneyCrump/status/1385425191510048771,False,,1,https://pbs.twimg.com/amplify_video_thumb/1385415483818717194/img/_-0bt2FThp73C3qK.jpg,,,,,,,[],,,,
6,1385409437901393920,1385409437901393920,2021-04-23 03:45:24 ora legale Europa occidentale,2021-04-23,03:45:24,200,151967576,attorneycrump,Ben Crump,,"Release of doves in honor of Daunte Wright! Rest in Power, Daunte 🕊️🕊️🕊️  https://t.co/NkRRhE71In",en,[],[],[],54,213,1867,[],[],https://twitter.com/AttorneyCrump/status/1385409437901393920,False,,1,https://pbs.twimg.com/amplify_video_thumb/1385402400492638209/img/_cjNTka-j5LPS6yT.jpg,,,,,,,[],,,,
7,1385383203033202688,1385383203033202688,2021-04-23 02:01:09 ora legale Europa occidentale,2021-04-23,02:01:09,200,151967576,attorneycrump,Ben Crump,,"Congrats to all of the legal pros who contributed to the hard-fought Chauvin trial victory! Many people, including those not pictured, worked tirelessly to turn the Floyd family’s pain into purpose!  https://t.co/1CNWaYGBHU",en,[],[],['https://pbs.twimg.com/media/EznerdvWYAMhjoO.jpg'],174,594,8188,[],[],https://twitter.com/AttorneyCrump/status/1385383203033202688,False,,1,https://pbs.twimg.com/media/EznerdvWYAMhjoO.jpg,,,,,,,[],,,,
0,1386803274167300100,1386803274167300096,2021-04-27 00:04:00 ora legale Europa occidentale,2021-04-27,00:04:00,200,151967576,attorneycrump,Ben Crump,,We will NOT stand for police surveillance of anyone speaking up &amp; pushing against police brutality on Black people! @FHPOrlando flew a surveillance plane in circles above our announcement of lawsuit filed in AJ Crooms &amp; Sincere Pierce’s deaths!  https://t.co/dyIsoGe5zD,en,"[{'screen_name': 'fhporlando', 'name': 'fhp orlando', 'id': '3386028183'}]",['https://www.vice.com/en/article/qj8pbp/florida-spy-plane-ben-crumps-aj-crooms-sincere-pierce'],[],50,190,552,[],[],https://twitter.com/AttorneyCrump/status/1386803274167300100,False,,0,,,,,,,,[],,,,
1,1386787671670992898,1386787671670992896,2021-04-26 23:02:00 ora legale Europa occidentale,2021-04-26,23:02:00,200,151967576,attorneycrump,Ben Crump,,"If you have the mic, you MUST raise your voice to address injustices facing our country today! Props to @ReginaKing for speaking up at #Oscars last night about police brutality against POC!  https://t.co/Ei6TWBpY0W",en,"[{'screen_name': 'reginaking', 'name': 'regina king', 'id': '342327238'}]",['https://apnews.com/article/2021-oscars-regina-king-d4e2fc60e7ce2418d936e536ce96ba3d'],[],40,94,829,['oscars'],[],https://twitter.com/AttorneyCrump/status/1386787671670992898,False,,0,,,,,,,,[],,,,
2,1386765774929338370,1386765774929338368,2021-04-26 21:35:00 ora legale Europa occidentale,2021-04-26,21:35:00,200,151967576,attorneycrump,Ben Crump,,"Andrew Brown's family deserves transparency! North Carolina police officers have delayed the viewing of bodycam footage &amp; tried to assassinate Andrew Brown's character in effort to protect their officers! They believe we are NOT worthy of consideration, respect, or humanity!  https://t.co/vtOsWkjCuG",en,[],[],[],72,359,998,[],[],https://twitter.com/AttorneyCrump/status/1386765774929338370,False,,1,https://pbs.twimg.com/amplify_video_thumb/1386754916639719430/img/X9CK83zfVaXbc6R6.jpg,,,,,,,[],,,,
3,1386745110541574148,1386745110541574144,2021-04-26 20:12:53 ora legale Europa occidentale,2021-04-26,20:12:53,200,151967576,attorneycrump,Ben Crump,,"AG Garland: ""The Department of Justice is opening a civil investigation into the Louisville-Jefferson County Metro Government and the Louisville Metro Police Department to determine whether LMPD engages in a pattern or practice of violations of the Constitution or federal law.""  https://t.co/k8KOuAhW0G",en,[],[],[],58,321,1472,[],[],https://twitter.com/AttorneyCrump/status/1386745110541574148,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1386744850176004099/pu/img/2knLu8FRJio-BKNe.jpg,,,,,,,[],,,,
4,1386698332865716229,1386698332865716224,2021-04-26 17:07:00 ora legale Europa occidentale,2021-04-26,17:07:00,200,151967576,attorneycrump,Ben Crump,,Black Americans are facing a collective sense of grief &amp; trauma due to police brutality! But racial trauma IS NOT new. It's embedded into the fabric of our nation! America must acknowledge our contributions so we can finally get the respect we deserve!  https://t.co/BAQVtIn8wC,en,[],['https://fal.cn/3eYcG'],[],32,105,382,[],[],https://twitter.com/AttorneyCrump/status/1386698332865716229,False,,0,,,,,,,,[],,,,
5,1386671654668017665,1386671654668017664,2021-04-26 15:21:00 ora legale Europa occidentale,2021-04-26,15:21:00,200,151967576,attorneycrump,Ben Crump,,"Christian Hall was shot by @PAStatePolice while suffering a MENTAL HEALTH CRISIS w/ his hands RAISED in the air! Law enforcement should preserve precious lives, not take them away. Join us in demanding Christian’s case be referred to @PAAttorneyGen for an unbiased investigation!",en,"[{'screen_name': 'pastatepolice', 'name': 'pa state police', 'id': '2535036504'}, {'screen_name': 'paattorneygen', 'name': 'ag josh shapiro', 'id': '40931973'}]",[],[],18,184,780,[],[],https://twitter.com/AttorneyCrump/status/1386671654668017665,False,,0,,,,,,,,[],,,,
0,1387153015896002565,1387153015896002560,2021-04-27 23:13:45 ora legale Europa occidentale,2021-04-27,23:13:45,200,151967576,attorneycrump,Ben Crump,,"If Andrew Brown Jr. did ANYTHING inappropriate and illegal, we all know the police would have put that video out right away! Instead, they continue to hide the truth and evade accountability. We MUST demand #JusticeForAndrewBrown!  https://t.co/3RMt6rJDCh",en,[],[],[],105,562,2197,['justiceforandrewbrown'],[],https://twitter.com/AttorneyCrump/status/1387153015896002565,False,,1,https://pbs.twimg.com/amplify_video_thumb/1387152184798859269/img/J_fGdrFJ6nxfAqpC.jpg,,,,,,,[],,,,
1,1387123774525476865,1387122600816558080,2021-04-27 21:17:34 ora legale Europa occidentale,2021-04-27,21:17:34,200,151967576,attorneycrump,Ben Crump,,Video provided by Elizabeth City Council,en,[],[],[],66,32,196,[],[],https://twitter.com/AttorneyCrump/status/1387123774525476865,False,,0,,,,,,,,[],,,,
2,1387122600816558086,1387122600816558080,2021-04-27 21:12:54 ora legale Europa occidentale,2021-04-27,21:12:54,200,151967576,attorneycrump,Ben Crump,,"Just-released footage of the militarized police force rushing to kill Andrew Brown. This has become a constant sight across America, the evolution of policing that's now terrorizing communities of color! (🎥/@WAVY_News)  https://t.co/bLwowoAgso",en,"[{'screen_name': 'wavy_news', 'name': 'wavy tv 10', 'id': '16259594'}]",[],[],533,559,1183,[],[],https://twitter.com/AttorneyCrump/status/1387122600816558086,False,,1,https://pbs.twimg.com/amplify_video_thumb/1387112824187596806/img/oWtqWvNB89ImymUb.jpg,,,,,,,[],,,,
3,1387110302081290240,1387110302081290240,2021-04-27 20:24:01 ora legale Europa occidentale,2021-04-27,20:24:01,200,151967576,attorneycrump,Ben Crump,,We must reevaluate policing! Law enforcement has increased policing of minor traffic violations to “improve safety” but it's led to unjustified deaths of many marginalized minorities! It’s time for a change. The over-policing of minor infractions must end!  https://t.co/2oPS5O329K,en,[],['https://fal.cn/3f09n'],[],25,84,309,[],[],https://twitter.com/AttorneyCrump/status/1387110302081290240,False,,0,,,,,,,,[],,,,
4,1387064614685401090,1387064614685401088,2021-04-27 17:22:29 ora legale Europa occidentale,2021-04-27,17:22:29,200,151967576,attorneycrump,Ben Crump,,Flint still needs clean water! It’s been 7 YEARS since the people &amp; communities of Flint had clean water. Their suffering from this gross injustice cannot continue to be overlooked!  https://t.co/xYflx1YjtQ,en,[],[],['https://pbs.twimg.com/media/Ez_X6lLXMAATEkM.jpg'],78,1416,4390,[],[],https://twitter.com/AttorneyCrump/status/1387064614685401090,False,,1,https://pbs.twimg.com/media/Ez_X6lLXMAATEkM.jpg,,,,,,,[],,,,
5,1386884563687849988,1386884563687849984,2021-04-27 05:27:01 ora legale Europa occidentale,2021-04-27,05:27:01,200,151967576,attorneycrump,Ben Crump,,We need the WHOLE truth surrounding the police killing of 17yo Anthony Thompson Jr! We’ll review all bodycam videos &amp; allegations from all parties involved to get much-needed answers for Anthony’s family!   https://t.co/I5OBMtRCR3,en,[],['https://www.knoxnews.com/story/news/2021/04/26/civil-rights-attorney-ben-crump-tells-knox-county-leaders-responsive/7378822002/'],[],67,257,1261,[],[],https://twitter.com/AttorneyCrump/status/1386884563687849988,False,,0,,,,,,,,[],,,,
6,1386863418427146240,1386863418427146240,2021-04-27 04:03:00 ora legale Europa occidentale,2021-04-27,04:03:00,200,151967576,attorneycrump,Ben Crump,,"We all hoped the Chauvin verdict would bring about a new precedent of equal justice for marginalized minorities — but continued killing of POC, inc. Andrew Brown last week, show the urgent need for police accountability continues!  https://t.co/SHYVzDxPHJ",en,[],[],[],68,271,1176,[],[],https://twitter.com/AttorneyCrump/status/1386863418427146240,False,,1,https://pbs.twimg.com/amplify_video_thumb/1386791416618180610/img/8dYpIUCqez8-WWYF.jpg,,,,,,,[],,,,
0,1387542649280860160,1387542649280860160,2021-04-29 01:02:01 ora legale Europa occidentale,2021-04-29,01:02:01,200,151967576,attorneycrump,Ben Crump,,"Former Columbus PD officer Adam Coy fatally shot unarmed Andre Hill, who had a PHONE in his hand! Coy then brutally handcuffed Hill instead of rendering aid. Now Coy pleads not guilty to killing him?! Coy MUST be held accountable for killing Andre Hill!  https://t.co/FZzDetbgew",en,[],['https://www.cbsnews.com/news/andre-hill-killing-columbus-officer-adam-coy-not-guilty-plea/?ftag=CNM-00-10aab7e&linkId=117369876'],[],26,286,933,[],[],https://twitter.com/AttorneyCrump/status/1387542649280860160,False,,0,,,,,,,,[],,,,
1,1387520387597099014,1387520387597099008,2021-04-28 23:33:33 ora legale Europa occidentale,2021-04-28,23:33:33,200,151967576,attorneycrump,Ben Crump,,"Breaking: DOJ will indict Travis McMichael, Gregory McMichael and William “Roddie” Bryan for hate crimes in connection with the death of #AhmaudArbery.",en,[],[],[],195,1454,9535,['ahmaudarbery'],[],https://twitter.com/AttorneyCrump/status/1387520387597099014,False,,0,,,,,,,,[],,,,
2,1387515467041067010,1387515467041067008,2021-04-28 23:14:00 ora legale Europa occidentale,2021-04-28,23:14:00,200,151967576,attorneycrump,Ben Crump,,4th District Court of Appeals has upheld the conviction &amp; sentencing of former Palm Beach Gardens cop Nouman Raja in his fatal shooting of Corey Jones! Join me in applauding the court's decision to hold Ofc. Raja accountable for Corey Jones death! 👏🏾  https://t.co/RktZXTmdZQ,en,[],['https://www.palmbeachpost.com/story/news/crime/2021/04/28/appeals-could-upholds-conviction-nouman-raja-corey-jones-death/4872128001/'],[],16,84,526,[],[],https://twitter.com/AttorneyCrump/status/1387515467041067010,False,,0,,,,,,,,[],,,,
3,1387486397762883592,1387486397762883584,2021-04-28 21:18:30 ora legale Europa occidentale,2021-04-28,21:18:30,200,151967576,attorneycrump,Ben Crump,,"Greensboro commissioner Tony Collins REPEATEDLY ignored Dr. Carrie Rosario’s request to be called ""Doctor."" His blatant disrespect led Greensboro City Council to unanimously vote to remove him from his position! Good to see the Council take swift action in favor of POC respect!  https://t.co/v19sZni5bf",en,[],[],[],47,182,915,[],[],https://twitter.com/AttorneyCrump/status/1387486397762883592,False,,1,https://pbs.twimg.com/amplify_video_thumb/1387484034113155080/img/aWX2osHUWuVnuPQK.jpg,,,,,,,[],,,,
4,1387464652884426755,1387464651223584768,2021-04-28 19:52:05 ora legale Europa occidentale,2021-04-28,19:52:05,200,151967576,attorneycrump,Ben Crump,,"If the world hadn't seen clear &amp; disturbing footage of George Floyd's murder, there may not have been accountability for those officers. We refuse to be discouraged and vow to keep up the pressure until we get to the truth. We will not stop saying his name: ANDREW BROWN JR.",en,[],[],[],28,119,544,[],[],https://twitter.com/AttorneyCrump/status/1387464652884426755,False,,0,,,,,,,,[],,,,
5,1387464651223584776,1387464651223584768,2021-04-28 19:52:05 ora legale Europa occidentale,2021-04-28,19:52:05,200,151967576,attorneycrump,Ben Crump,,"We're deeply disappointed by the judge’s decision to not publicly release bodycam footage of the police killing of #AndrewBrownJr. In this modern civil rights crisis, video evidence is key to discerning the truth and getting well-deserved justice for victims of senseless murders.",en,[],[],[],67,267,830,['andrewbrownjr'],[],https://twitter.com/AttorneyCrump/status/1387464651223584776,False,https://twitter.com/AnaCabrera/status/1387454538152566786,0,,,,,,,,[],,,,
6,1387407252693217283,1387407252693217280,2021-04-28 16:04:00 ora legale Europa occidentale,2021-04-28,16:04:00,200,151967576,attorneycrump,Ben Crump,,"Christian Hall’s life MATTERED! @PAStatePolice fatally shot Christian on December 30, 2020. It's been 118 DAYS and his family still hasn't seen dashcam footage! That's unacceptable. We must demand answers!",en,"[{'screen_name': 'pastatepolice', 'name': 'pa state police', 'id': '2535036504'}]",[],[],18,217,792,[],[],https://twitter.com/AttorneyCrump/status/1387407252693217283,False,,0,,,,,,,,[],,,,
7,1387234350719250432,1387234350719250432,2021-04-28 04:36:57 ora legale Europa occidentale,2021-04-28,04:36:57,200,151967576,attorneycrump,Ben Crump,,Ofc. Kim Potter said she meant to fire her taser but accidentally shot #DaunteWright with her firearm. @MrCheckpoint asked former LAPD police chief Charlie Beck if an experienced cop could realistically make this mistake. His response: “I was stunned when I saw what you all saw.”  https://t.co/j50yo2aAvb,en,"[{'screen_name': 'mrcheckpoint', 'name': 'mr. checkpoint™', 'id': '54735975'}]",[],[],46,115,409,['dauntewright'],[],https://twitter.com/AttorneyCrump/status/1387234350719250432,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1387234179713208328/pu/img/MQY_Tu9TtlV1NWCS.jpg,,,,,,,[],,,,
8,1387219520050376708,1387219520050376704,2021-04-28 03:38:01 ora legale Europa occidentale,2021-04-28,03:38:01,200,151967576,attorneycrump,Ben Crump,,“Fitting the description” is another EXCUSE used by cops to terrorize POC! @OrlandoPolice held two young Black cyclists at gunpoint after mistaking their identities for armed robbers! This ongoing harassment of Black people must end!  https://t.co/Yz4Xwqnjzq,en,"[{'screen_name': 'orlandopolice', 'name': 'orlando police', 'id': '219041453'}]",['https://atlantablackstar.com/2021/04/24/i-dont-consent-young-black-cyclist-holds-his-ground-as-orlando-police-stops-him-and-friend-with-guns-drawn-forces-one-to-crawl-in-case-of-mistaken-identity/'],[],57,353,1095,[],[],https://twitter.com/AttorneyCrump/status/1387219520050376708,False,,0,,,,,,,,[],,,,
0,1388248545120202755,1388248545120202752,2021-04-30 23:47:00 ora legale Europa occidentale,2021-04-30,23:47:00,200,151967576,attorneycrump,Ben Crump,,We need Congress to pass meaningful police reform! Prevent marginalized minorities from suffering the same injustice as George Floyd. Change the culture of policing in America! This is long-overdue! #JusticeInPolicingAct  https://t.co/nhinJNHBG9,en,[],[],[],40,131,519,['justiceinpolicingact'],[],https://twitter.com/AttorneyCrump/status/1388248545120202755,False,,1,https://pbs.twimg.com/amplify_video_thumb/1388221360443379719/img/rxDdjsgJwtLi0w02.jpg,,,,,,,[],,,,
1,1388182121991360513,1388182121991360512,2021-04-30 19:23:03 ora legale Europa occidentale,2021-04-30,19:23:03,200,151967576,attorneycrump,Ben Crump,,Today is Jacob Blake’s 30th birthday. We are so fortunate he survived a police officer shooting him 7 times. He’s now PARALYZED &amp; Ofc. Rusten Sheskey was reinstated to his position. Jacob &amp; his family deserve accountability. Don’t stop fighting for #JusticeForJacobBlake!  https://t.co/dbMLDYciod,en,[],[],['https://pbs.twimg.com/media/E0PQR45WUAM_3NE.jpg'],73,440,2022,['justiceforjacobblake'],[],https://twitter.com/AttorneyCrump/status/1388182121991360513,False,,1,https://pbs.twimg.com/media/E0PQR45WUAM_3NE.jpg,,,,,,,[],,,,
2,1388150650093985793,1388150650093985792,2021-04-30 17:18:00 ora legale Europa occidentale,2021-04-30,17:18:00,200,151967576,attorneycrump,Ben Crump,,"It has been 121 DAYS since Christian Hall was fatally shot by @PAStatePolice while experiencing a mental health emergency, and police STILL haven’t released ANY of the 90 min dashcam footage to his family. We must DEMAND answers. Release the footage now!!  https://t.co/ygRFqft8Oa",en,"[{'screen_name': 'pastatepolice', 'name': 'pa state police', 'id': '2535036504'}]",[],[],18,323,757,[],[],https://twitter.com/AttorneyCrump/status/1388150650093985793,False,,1,https://pbs.twimg.com/amplify_video_thumb/1388131987882401792/img/RjMO1RMs6cY448KZ.jpg,,,,,,,[],,,,
