,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
5,1327072943617110016,1327072943617110016,2020-11-13 03:17:00 ora solare Europa occidentale,2020-11-13,03:17:00,200,151967576,attorneycrump,Ben Crump,,"We all know what a significant impact Black women had in the 2020 election. It’s time America makes a change for them! No longer will they be disrespected. If we are serious about progressive ideals, we must be serious about uplifting Black women!!  https://t.co/FFnqYImWeG",en,[],['https://time.com/5909002/kamala-harris-black-women/'],[],39,110,1155,[],[],https://twitter.com/AttorneyCrump/status/1327072943617110016,False,,0,,,,,,,,[],,,,
6,1327055327683031041,1327055327683031040,2020-11-13 02:07:00 ora solare Europa occidentale,2020-11-13,02:07:00,200,151967576,attorneycrump,Ben Crump,,I look forward to the significant changes @JoeBiden and @KamalaHarris will implement in their first 100 days on criminal justice and policing in America. We must do all we can to prevent more hashtags in 2021. We can do better. We must do better.  https://t.co/lJLqb8pGwU,en,"[{'screen_name': 'joebiden', 'name': 'joe biden', 'id': '939091'}, {'screen_name': 'kamalaharris', 'name': 'kamala harris', 'id': '30354991'}]",[],[],61,170,1663,[],[],https://twitter.com/AttorneyCrump/status/1327055327683031041,False,,1,https://pbs.twimg.com/amplify_video_thumb/1327007615197581314/img/D6zMKzYOkZRSTp9V.jpg,,,,,,,[],,,,
0,1328784655215177728,1328784655215177728,2020-11-17 20:38:44 ora solare Europa occidentale,2020-11-17,20:38:44,200,151967576,attorneycrump,Ben Crump,,"Congrats @CedricRichmond — announced today as Director of the White House Office of Public Engagement. In this new position, he’ll lead @JoeBiden’s effort to create an open and transparent government that works for ALL of its people! #WeThePeople  https://t.co/GAbBmbwSKM",en,"[{'screen_name': 'cedricrichmond', 'name': 'cedric richmond', 'id': '142419647'}, {'screen_name': 'joebiden', 'name': 'joe biden', 'id': '939091'}]",['https://www.nbcnews.com/politics/2020-election/biden-announces-new-white-house-staff-picks-n1247998'],[],23,126,1199,['wethepeople'],[],https://twitter.com/AttorneyCrump/status/1328784655215177728,False,,0,,,,,,,,[],,,,
1,1328759053846188033,1328759053846188032,2020-11-17 18:57:00 ora solare Europa occidentale,2020-11-17,18:57:00,200,151967576,attorneycrump,Ben Crump,,Black homeowners are 2x likely to lose their homes &amp; return to renting as their white peers. A lack of generational wealth has restricted many Black homeowners from getting help from family when facing a financial bind &amp; at risk of losing their home. https://t.co/h8otDK6nqJ,en,[],['https://www.usatoday.com/story/money/2020/11/16/homes-sale-black-homeowners-more-likely-return-renting/6269978002/'],[],9,75,288,[],[],https://twitter.com/AttorneyCrump/status/1328759053846188033,False,,0,,,,,,,,[],,,,
2,1328555210671861761,1328555210671861760,2020-11-17 05:27:00 ora solare Europa occidentale,2020-11-17,05:27:00,200,151967576,attorneycrump,Ben Crump,,"Some cops use trivial laws to justify stopping Black drivers, like dirt ""obscuring"" license plates. PDs should outlaw these racial profiling tricks, then train officers on proper protocols. We must stop the unequal treatment of Black drivers! #DrivingWhileBlack  https://t.co/l7JgRWfREJ",en,[],[],[],49,271,1148,['drivingwhileblack'],[],https://twitter.com/AttorneyCrump/status/1328555210671861761,False,,1,https://pbs.twimg.com/amplify_video_thumb/1328463510939066368/img/UKAhOPwl1XxVN3sz.jpg,,,,,,,[],,,,
3,1328513938640670724,1328513938640670720,2020-11-17 02:43:00 ora solare Europa occidentale,2020-11-17,02:43:00,200,151967576,attorneycrump,Ben Crump,,This Black veteran was kicked out of @Walgreens by @CovinaPD after a manager claimed he stole something at a nearby store. She then refused to apologize after the other store verified he didn't match the actual thief's description. Just another day of #ShoppingWhileBlack...  https://t.co/SsCpbIWUd3,en,"[{'screen_name': 'walgreens', 'name': 'walgreens', 'id': '46177695'}, {'screen_name': 'covinapd', 'name': 'covina pd', 'id': '326231868'}]",[],[],527,1150,3507,['shoppingwhileblack'],[],https://twitter.com/AttorneyCrump/status/1328513938640670724,False,,1,https://pbs.twimg.com/amplify_video_thumb/1328470836672598016/img/Boo-I-2A8yZWWIBp.jpg,,,,,,,[],,,,
4,1328493302748913665,1328493302748913664,2020-11-17 01:21:00 ora solare Europa occidentale,2020-11-17,01:21:00,200,151967576,attorneycrump,Ben Crump,,Black teens AJ Crooms and Sincere Pierce were fatally shot by @BrevardSheriff. I am joining their families in the pursuit of justice. We demand BCSO provide full transparency (inc. bodycam footage) and speedy answers about what happened and why their young lives ended so early.  https://t.co/5ilO1WZt57,en,[],[],['https://pbs.twimg.com/media/Em-yqCkXUAA6IiL.png'],43,151,431,[],[],https://twitter.com/AttorneyCrump/status/1328493302748913665,False,,1,https://pbs.twimg.com/media/Em-yqCkXUAA6IiL.png,,,,,,,[],,,,
0,1330631390979829760,1330631390979829760,2020-11-22 22:57:00 ora solare Europa occidentale,2020-11-22,22:57:00,200,151967576,attorneycrump,Ben Crump,,Black women deserve better than what 2020 had to offer! Breonna Taylor was just one example of the many Black women &amp; girls who were victims of violence. It is up to US to make this world a better place for Black women; they deserve PEACE &amp; JUSTICE.   https://t.co/whgXvcQDHP,en,[],['https://www.yesweekly.com/opinion/black-girls-women-deserve-better-than-this/article_8c356a36-29c3-11eb-91fe-af9b76f0d359.html'],[],10,66,549,[],[],https://twitter.com/AttorneyCrump/status/1330631390979829760,False,,0,,,,,,,,[],,,,
1,1330598154601959433,1330398580323049472,2020-11-22 20:44:56 ora solare Europa occidentale,2020-11-22,20:44:56,200,151967576,attorneycrump,Ben Crump,,"For those who have asked, here’s how you can help the family of #SincerePierce with funeral/memorial expenses:  https://t.co/x262GJJl8J",en,[],['https://www.gofundme.com/f/funeral-and-memorial-funds-for-sincere-spud-pierce'],[],11,229,534,['sincerepierce'],[],https://twitter.com/AttorneyCrump/status/1330598154601959433,False,,0,,,,,,,,[],,,,
2,1330561933624401920,1330561933624401920,2020-11-22 18:21:00 ora solare Europa occidentale,2020-11-22,18:21:00,200,151967576,attorneycrump,Ben Crump,,"Ronnie Long was WRONGFULLY CONVICTED of raping a white woman &amp; served 44 years in prison! Now, police confirm that there is NO evidence tying him to the crime. Ronnie spent DECADES of his life behind bars for an unlawful investigation. This is why we to fight for justice!  https://t.co/zJe0P5tTzE",en,[],[],[],103,699,3108,[],[],https://twitter.com/AttorneyCrump/status/1330561933624401920,False,,1,https://pbs.twimg.com/amplify_video_thumb/1329936943682097152/img/uBUltfnyMwymuBao.jpg,,,,,,,[],,,,
3,1330525946357530624,1330525946357530624,2020-11-22 15:58:00 ora solare Europa occidentale,2020-11-22,15:58:00,200,151967576,attorneycrump,Ben Crump,,"Black women, keep taking a stand; we have your back!! @SymoneDSanders may become the FIRST Black woman to serve as White House press secretary! We are rooting for you, Symone ✊🏾  https://t.co/6tKgRuK6cM",en,"[{'screen_name': 'symonedsanders', 'name': 'symone d. sanders-townsend', 'id': '2434051392'}]",['https://www.essence.com/news/symone-sanders-white-house-press-secretary/'],[],151,524,4971,[],[],https://twitter.com/AttorneyCrump/status/1330525946357530624,False,,0,,,,,,,,[],,,,
4,1330398580323049472,1330398580323049472,2020-11-22 07:31:53 ora solare Europa occidentale,2020-11-22,07:31:53,200,151967576,attorneycrump,Ben Crump,,THIS is the two justice systems that exist in America today...,en,[],[],[],288,9379,27234,[],[],https://twitter.com/AttorneyCrump/status/1330398580323049472,False,https://twitter.com/NatJacksonFL10/status/1329912343665520641,0,,,,,,,,[],,,,
5,1330375454532927488,1330375454532927488,2020-11-22 06:00:00 ora solare Europa occidentale,2020-11-22,06:00:00,200,151967576,attorneycrump,Ben Crump,,Keep urging officials to adopt The George Floyd Justice in Policing Act! This act would require police officers to engage in the steps necessary to de-escalate situations BEFORE using deadly force &amp; mandates the use of body cameras &amp; dashcams. Sign here!  https://t.co/bkTiLeIow6  https://t.co/GsJsyAWw0v,en,[],['https://action.bencrump.com/georgefloyd?utm_source=twitter.com&utm_medium=referral&utm_campaign=social_organic&utm_content=112220'],['https://pbs.twimg.com/media/EnTuEU0W4AEk74O.jpg'],39,273,1331,[],[],https://twitter.com/AttorneyCrump/status/1330375454532927488,False,,1,https://pbs.twimg.com/media/EnTuEU0W4AEk74O.jpg,,,,,,,[],,,,
6,1330312288465686528,1330312288465686528,2020-11-22 01:49:00 ora solare Europa occidentale,2020-11-22,01:49:00,200,151967576,attorneycrump,Ben Crump,,"A teacher at a technical college used the N-word during a lecture for the POLICE ACADEMY. If incoming officers train like this, there's no wonder we have so many racially motivated shootings by cops in America! We NEED regulation for police academies.   https://t.co/vO48aGm9mu",en,[],['https://time.com/5901726/police-training-academies/'],[],46,244,1198,[],[],https://twitter.com/AttorneyCrump/status/1330312288465686528,False,,0,,,,,,,,[],,,,
0,1330981196117970947,1330981196117970944,2020-11-23 22:07:00 ora solare Europa occidentale,2020-11-23,22:07:00,200,151967576,attorneycrump,Ben Crump,,#KyleRittenhouse murdered 2 people then raised $2 MILLION in donations to post bond &amp; leave custody ahead of trial. #SincerePierce was fatally shot by cops and his family has to sell corn fritters to pay burial costs. That's NOT right. That's NOT justice.  https://t.co/SAN7v2zL4h,en,[],['https://www.motherjones.com/anti-racism-police-protest/2020/11/kyle-rittenhouse-bail-sincere-pierce-sean-monterrosa/'],[],54,242,1224,"['kylerittenhouse', 'sincerepierce']",[],https://twitter.com/AttorneyCrump/status/1330981196117970947,False,,0,,,,,,,,[],,,,
1,1330971722896580610,1330971722896580608,2020-11-23 21:29:21 ora solare Europa occidentale,2020-11-23,21:29:21,200,151967576,attorneycrump,Ben Crump,,"Jacksonville's River Point HOA discriminated against #AntoineMickle for supporting #BLM. Seeking justice, I will announce the filing of a federal lawsuit against River Point tomorrow (11AM ET) during a virtual news conference. Media register at:  https://t.co/1gam8w4BU5  https://t.co/VMPDFYyabT",en,[],['https://us02web.zoom.us/webinar/register/WN_qAbssnTeTfSwWgTqxNrnWg'],['https://pbs.twimg.com/media/EniOem8XMAA2Yjo.png'],13,38,240,"['antoinemickle', 'blm']",[],https://twitter.com/AttorneyCrump/status/1330971722896580610,False,,1,https://pbs.twimg.com/media/EniOem8XMAA2Yjo.png,,,,,,,[],,,,
2,1330943447386050561,1330943447386050560,2020-11-23 19:37:00 ora solare Europa occidentale,2020-11-23,19:37:00,200,151967576,attorneycrump,Ben Crump,,"If @BrevardSheriff deputies believed AJ Crooms &amp; Sincere Pierce might be driving a stolen vehicle, why didn't they run its tag? They would have in another community or more affluent community. They wouldn't have just started shooting, so why do it there?  https://t.co/YYXH9eKwJY",en,[],['https://www.floridatoday.com/story/news/local/2020/11/21/benjamin-crump-appear-cocoa-families-teens-shot-deputy/6362388002/'],[],19,82,310,[],[],https://twitter.com/AttorneyCrump/status/1330943447386050561,False,,0,,,,,,,,[],,,,
3,1330928015417765894,1330928015417765888,2020-11-23 18:35:40 ora solare Europa occidentale,2020-11-23,18:35:40,200,151967576,attorneycrump,Ben Crump,,"#AJCrooms and #SincerePierce were NOT driving a stolen car and violated NO traffic laws. Deputies tailed and suddenly confronted the Black teens, who tried slowly driving AROUND one deputy before he opened fire, killing them. Now we demand JUSTICE!  https://t.co/Je0fvBvlPV",en,[],['https://www.floridatoday.com/story/news/2020/11/22/bullet-holes-cars-side-raise-questions-shooting-cocoa-teens/6381861002/'],[],24,184,464,"['ajcrooms', 'sincerepierce']",[],https://twitter.com/AttorneyCrump/status/1330928015417765894,False,,0,,,,,,,,[],,,,
4,1330725966356885506,1330725966356885504,2020-11-23 05:12:48 ora solare Europa occidentale,2020-11-23,05:12:48,200,151967576,attorneycrump,Ben Crump,,"America’s two justice systems: 6 years ago today, police killed 12yo Tamir Rice for playing with a fake toy gun.  Last week, 17yo Kyle Rittenhouse was released on bail after killing 2 people with an assault rifle. Police let him walk by them, drive home and sleep in his own bed.  https://t.co/0Y9L20Bk2Z",en,[],[],['https://pbs.twimg.com/media/EnewNjAXIAIhAMk.jpg'],177,1548,4237,[],[],https://twitter.com/AttorneyCrump/status/1330725966356885506,False,,1,https://pbs.twimg.com/media/EnewNjAXIAIhAMk.jpg,,,,,,,[],,,,
5,1330663100287250432,1330663100287250432,2020-11-23 01:03:00 ora solare Europa occidentale,2020-11-23,01:03:00,200,151967576,attorneycrump,Ben Crump,,Lamar street is named after a slaveholder who set out to kill every Native American person in Texas. This is the last place where Bo was alive. Help us rename it “Botham Jean Blvd.” to honor his memory instead of honoring a racist slaveholder!  https://t.co/FrZ2Kobb9O  https://t.co/VuXH0tLb4G,en,[],['https://action.bencrump.com/bothamjean?utm_source=twitter.com&utm_medium=referral&utm_campaign=social_organic&utm_content=112220'],['https://pbs.twimg.com/media/EnTwnJFXUAMxszn.jpg'],11,188,1104,[],[],https://twitter.com/AttorneyCrump/status/1330663100287250432,False,,1,https://pbs.twimg.com/media/EnTwnJFXUAMxszn.jpg,,,,,,,[],,,,
0,1331353650556522496,1331353650556522496,2020-11-24 22:47:00 ora solare Europa occidentale,2020-11-24,22:47:00,200,151967576,attorneycrump,Ben Crump,,"This white woman felt ""threatened"" by an 8yo Black boy riding his bike on a sidewalk. She claimed she was ""defending herself"" yelling &amp; cursing at a CHILD! Don't forget that Tamir Rice was only 12 when police fatally shot him while playing in a park. Our children deserve better!!  https://t.co/w3svD0hyx7",en,[],[],[],491,861,4223,[],[],https://twitter.com/AttorneyCrump/status/1331353650556522496,False,,1,https://pbs.twimg.com/amplify_video_thumb/1331277643325599746/img/6jegfgkhRksyoIv-.jpg,,,,,,,[],,,,
1,1331328484606525441,1331328484606525440,2020-11-24 21:07:00 ora solare Europa occidentale,2020-11-24,21:07:00,200,151967576,attorneycrump,Ben Crump,,"POWERFUL!! @Dr_YusefSalaam, of the Exonerated Five, was wrongfully imprisoned for rape as a teenager. Now, he is writing a memoir to inspire others to overcome adversity and America’s long history of injustice. Keep being an inspiration, Yusef 🙌🏾  https://t.co/gj6MlgSg7Q",en,"[{'screen_name': 'dr_yusefsalaam', 'name': 'yusef abdus salaam', 'id': '28886036'}]",['https://thegrio.com/2020/11/23/yusef-salaam-memoir-wrongful-imprisonment/'],[],9,123,783,[],[],https://twitter.com/AttorneyCrump/status/1331328484606525441,False,,0,,,,,,,,[],,,,
2,1331305454161563651,1331305454161563648,2020-11-24 19:35:29 ora solare Europa occidentale,2020-11-24,19:35:29,200,151967576,attorneycrump,Ben Crump,,"President-elect @JoeBiden continues to pick Black women for high ranking roles for administration, inc. @LindaT_G as UN ambassador &amp; Shuwanza Goff as deputy leg. affairs director. We're finally getting leadership that better represents our diverse country!  https://t.co/CrzH49cJQh",en,"[{'screen_name': 'joebiden', 'name': 'joe biden', 'id': '939091'}, {'screen_name': 'lindat_g', 'name': 'linda thomas-greenfield', 'id': '737402868076969984'}]",['https://thegrio.com/2020/11/23/biden-cabinet-black-women-thomas-greenfield-goff/'],[],21,135,1503,[],[],https://twitter.com/AttorneyCrump/status/1331305454161563651,False,,0,,,,,,,,[],,,,
3,1331242961321988100,1331242961321988096,2020-11-24 15:27:09 ora solare Europa occidentale,2020-11-24,15:27:09,200,151967576,attorneycrump,Ben Crump,,"Rest in Power, David Dinkins – New York City's first and only Black mayor. He was a gracious but strong leader and trailblazer! 🙏🏾  https://t.co/KSBTcUp2Xu",en,[],[],['https://pbs.twimg.com/media/EnmF6rhXUAQOpVd.jpg'],29,255,2939,[],[],https://twitter.com/AttorneyCrump/status/1331242961321988100,False,,1,https://pbs.twimg.com/media/EnmF6rhXUAQOpVd.jpg,,,,,,,[],,,,
4,1331091925580075012,1331091925580075008,2020-11-24 05:27:00 ora solare Europa occidentale,2020-11-24,05:27:00,200,151967576,attorneycrump,Ben Crump,,"AJ and Sincere committed no crimes, only #DrivingWhileBlack. When @BrevardSheriff deputies tailed their car and suddenly confronted them w/ guns drawn, the teens got scared. They tried to drive around deputies, who fatally shot them. Now we demand justice!  https://t.co/ySJyo5d7Ts",en,[],[],[],68,181,524,['drivingwhileblack'],[],https://twitter.com/AttorneyCrump/status/1331091925580075012,False,,1,https://pbs.twimg.com/amplify_video_thumb/1330957327588073481/img/xIjPM9FlzJf_bkGh.jpg,,,,,,,[],,,,
5,1331056190449541121,1331056190449541120,2020-11-24 03:05:00 ora solare Europa occidentale,2020-11-24,03:05:00,200,151967576,attorneycrump,Ben Crump,,"8yo Rica Rountree should be alive today! Like too many children, she suffered abuse &amp; neglect by an adult she trusted, which lead to her murder. Now her father’s ex-girlfriend, Cynthia Baker, faces a life sentence for cutting Rica's precious life short.   https://t.co/OAAxH0Lf20",en,[],['https://www.centralillinoisproud.com/news/local-news/cynthia-baker-sentenced-to-life-in-prison-for-the-murder-of-8-year-old-rica-rountree/'],[],13,40,244,[],[],https://twitter.com/AttorneyCrump/status/1331056190449541121,False,,0,,,,,,,,[],,,,
6,1331026494726889473,1331026494726889472,2020-11-24 01:07:00 ora solare Europa occidentale,2020-11-24,01:07:00,200,151967576,attorneycrump,Ben Crump,,"Deputy Santiago-Miranda fatally shot into the car 10 times, killing AJ Crooms &amp; Sincere Pierce as they drove around him. He claims he ""feared for this life"" BUT it's clear from the path of the bullets &amp; the video footage that he was not reasonably in fear!  https://t.co/qDJ78mZoOl",en,[],['https://www.nytimes.com/2020/11/22/us/angelo-crooms-benjamin-crump-video.html'],[],57,186,574,[],[],https://twitter.com/AttorneyCrump/status/1331026494726889473,False,,0,,,,,,,,[],,,,
0,1331706978452656128,1331706978452656128,2020-11-25 22:11:00 ora solare Europa occidentale,2020-11-25,22:11:00,200,151967576,attorneycrump,Ben Crump,,20 Black biker clubs in San Antonio gave back by passing out 500 Thanksgiving turkeys to local families. Great reminder of what the holiday spirit is about: helping those in need!  https://t.co/Mz7XyKNCDO,en,[],['https://www.kens5.com/article/life/holidays/black-biker-clubs-join-to-giveaway-hundreds-of-thanksgiving-turkeys-on-the-eastside/273-90d990ff-18e5-4564-8cfa-94c3f19c1642'],[],16,181,1429,[],[],https://twitter.com/AttorneyCrump/status/1331706978452656128,False,,0,,,,,,,,[],,,,
1,1331631481047826432,1331631481047826432,2020-11-25 17:11:00 ora solare Europa occidentale,2020-11-25,17:11:00,200,151967576,attorneycrump,Ben Crump,,Great to see Sasha Obama and Malia Obama follow in their father’s footsteps. They’re getting involved with social justice and #BLM movement. Our community needs EVERYONE to join the fight for equality and justice!  https://t.co/rnDzoeZjhW,en,[],['https://thegrio.com/2020/11/24/sasha-malia-obama-blm-demonstrations-barack/'],[],67,178,1913,['blm'],[],https://twitter.com/AttorneyCrump/status/1331631481047826432,False,,0,,,,,,,,[],,,,
2,1331597758826999810,1331597758826999808,2020-11-25 14:57:00 ora solare Europa occidentale,2020-11-25,14:57:00,200,151967576,attorneycrump,Ben Crump,,"Today is the 6-month anniversary of George Floyd’s brutal death. While we can't bring him back, we can prevent other senseless deaths by passing much-needed police reforms. Sign your name and support the George Floyd Justice in Policing Act:  https://t.co/jANgnkoxHr  https://t.co/uZ5sQac6AU",en,[],['https://action.bencrump.com/georgefloyd?utm_source=twitter.com&utm_medium=referral&utm_campaign=social_organic&utm_content=112520'],['https://pbs.twimg.com/media/EnoS71sW8AEy9ji.jpg'],36,394,2157,[],[],https://twitter.com/AttorneyCrump/status/1331597758826999810,False,,1,https://pbs.twimg.com/media/EnoS71sW8AEy9ji.jpg,,,,,,,[],,,,
3,1331453306808524800,1331453306808524800,2020-11-25 05:23:00 ora solare Europa occidentale,2020-11-25,05:23:00,200,151967576,attorneycrump,Ben Crump,,"What kind of world do we live in that THIS is a real headline?! Daniel Stueck chased Norma Nimox, a Black woman, through the apartment building where she live while he held a CHAINSAW and yelled racial slurs, all because she was #LivingWhileBlack. This nonsense needs to stop!!  https://t.co/rbkdeRBIlf",en,[],[],[],115,438,1325,['livingwhileblack'],[],https://twitter.com/AttorneyCrump/status/1331453306808524800,False,,1,https://pbs.twimg.com/amplify_video_thumb/1331398270963355649/img/VVYA8h3ASJvXjaIJ.jpg,,,,,,,[],,,,
4,1331425121354002432,1331425121354002432,2020-11-25 03:31:00 ora solare Europa occidentale,2020-11-25,03:31:00,200,151967576,attorneycrump,Ben Crump,,Antoine Mickle exercised his 1st amendment right to free speech by flying a #BLM flag at his home — until his HOA threatened him with fines and eviction. Now here’s the double standard: His neighbors expressed their support for #Trump2020 and #BlueLivesMatter without reprimand!  https://t.co/PM3qVw9ypU,en,[],[],[],45,321,1299,"['blm', 'trump2020', 'bluelivesmatter']",[],https://twitter.com/AttorneyCrump/status/1331425121354002432,False,,1,https://pbs.twimg.com/amplify_video_thumb/1331393109855526912/img/6TSiQespXvrNIAC7.jpg,,,,,,,[],,,,
5,1331411531649732608,1331411531649732608,2020-11-25 02:37:00 ora solare Europa occidentale,2020-11-25,02:37:00,200,151967576,attorneycrump,Ben Crump,,"Disgusting!! During the ever worsening COVID-19 pandemic, Trump supporter Raymond Deskins intentionally exhaled in the faces of two protesters after refusing to wear a mask. What happened to basic human decency!? Thankfully he was charged with assault!  https://t.co/pG9paZQek0",en,[],['https://www.theguardian.com/us-news/2020/nov/23/trump-supporter-who-exhaled-over-women-during-protests-is-charged-with-assault'],[],40,95,863,[],[],https://twitter.com/AttorneyCrump/status/1331411531649732608,False,,0,,,,,,,,[],,,,
0,1332440058838753281,1332440058838753280,2020-11-27 22:44:00 ora solare Europa occidentale,2020-11-27,22:44:00,200,151967576,attorneycrump,Ben Crump,,"Antoine Mickle is a Black man who supports #BLM. So why did his neighborhood HOA think it was appropriate to discriminate against him for flying a BLM flag?? His neighbors flew #Trump2020 &amp; #BlueLivesMatter flags, but only Antoine got a violation letter!   https://t.co/m1disgXmqg  https://t.co/emVEHfalzp",en,[],['https://www.news4jax.com/news/local/2020/11/24/homeowner-sues-over-hoas-order-to-remove-blm-flag/'],[],35,140,627,"['blm', 'trump2020', 'bluelivesmatter']",[],https://twitter.com/AttorneyCrump/status/1332440058838753281,False,,1,https://pbs.twimg.com/amplify_video_thumb/1331627837107920901/img/rDIIYfA5ki-NsdIT.jpg,,,,,,,[],,,,
1,1332400548511932420,1332400548511932416,2020-11-27 20:07:00 ora solare Europa occidentale,2020-11-27,20:07:00,200,151967576,attorneycrump,Ben Crump,,These Black entrepreneurs embody what Thanksgiving is all about — visiting a @Kroger in Georgia and paying for EVERYONE'S groceries ($40K+) so local families could put food on the table for #Thanksgiving. This selfless act of charity and giving is real #BlackExcellence!  https://t.co/Oq56LFYu8D,en,"[{'screen_name': 'kroger', 'name': 'kroger', 'id': '36359791'}]",[],[],41,265,1464,"['thanksgiving', 'blackexcellence']",[],https://twitter.com/AttorneyCrump/status/1332400548511932420,False,,1,https://pbs.twimg.com/amplify_video_thumb/1331622840597098498/img/nO0NhQGxHUw9_Fuu.jpg,,,,,,,[],,,,
2,1332382177523220481,1332382177523220480,2020-11-27 18:54:00 ora solare Europa occidentale,2020-11-27,18:54:00,200,151967576,attorneycrump,Ben Crump,,"Support businesses that amplify Black voices and help our communities on #BlackFriday and beyond. @BayerUS done just the opposite, profiting off the pain of POC farmworkers. Commit to #BoycottBayer until their victims get the JUSTICE they deserve:  https://t.co/bDlhyAiis4",en,"[{'screen_name': 'bayerus', 'name': 'bayer u.s. 🇺🇸', 'id': '89253100'}]",['https://act.bencrump.com/a/roundup?utm_source=twitter.com&utm_medium=referral&utm_campaign=social_organic&utm_content=112720'],[],8,43,166,"['blackfriday', 'boycottbayer']",[],https://twitter.com/AttorneyCrump/status/1332382177523220481,False,,0,,,,,,,,[],,,,
3,1332356256883990530,1332356256883990528,2020-11-27 17:11:00 ora solare Europa occidentale,2020-11-27,17:11:00,200,151967576,attorneycrump,Ben Crump,,New @ChildrensPhila study finds #COVID19 impacts Black youth more often/severely than other children. Please stay safe and socially distanced for #Thanksgiving and during the holiday season!  https://t.co/XmHEKBORJt,en,"[{'screen_name': 'childrensphila', 'name': ""children's hospital"", 'id': '120165462'}]",['https://www.inquirer.com/health/coronavirus/chop-led-study-confirms-covid-19-mostly-spares-children-20201123.html'],[],4,44,203,"['covid19', 'thanksgiving']",[],https://twitter.com/AttorneyCrump/status/1332356256883990530,False,,0,,,,,,,,[],,,,
4,1332114664742858752,1332114664742858752,2020-11-27 01:11:00 ora solare Europa occidentale,2020-11-27,01:11:00,200,151967576,attorneycrump,Ben Crump,,"Today is a sad reminder that AJ Crooms &amp; Sincere Pierce's mothers will not be able to hug their children. @BrevardSheriff deputy Santiago-Miranda fatally shot AJ &amp; Sincere, robbing them of their young lives. Add your name to help get justice:  https://t.co/LQ5Oc5OXoW  https://t.co/5e7qbBJqOa",en,[],['https://act.bencrump.com/a/aj-and-sincere-petition?utm_source=twitter.com&utm_medium=referral&utm_campaign=social_organic&utm_content=112620'],['https://pbs.twimg.com/media/EnyZ9m3XMAUrpp0.jpg'],21,110,519,[],[],https://twitter.com/AttorneyCrump/status/1332114664742858752,False,,1,https://pbs.twimg.com/media/EnyZ9m3XMAUrpp0.jpg,,,,,,,[],,,,
0,1334262512389402625,1334262512389402624,2020-12-02 23:25:47 ora solare Europa occidentale,2020-12-02,23:25:47,200,151967576,attorneycrump,Ben Crump,,"BREAKING NEWS: Judge denies motion to ban #Graham12 from peaceful protest! One major step toward justice, but ALL of the ridiculous charges must now be dropped. These young people were trying to help register voters, which is NOT a crime!! #FreeTheGraham12  https://t.co/1B5yhG4Rw6",en,[],[],[],16,234,1171,"['graham12', 'freethegraham12']",[],https://twitter.com/AttorneyCrump/status/1334262512389402625,False,,1,https://pbs.twimg.com/amplify_video_thumb/1334249871994466308/img/H0lPd4DMHNt71sIj.jpg,,,,,,,[],,,,
1,1334250236538077186,1334250236538077184,2020-12-02 22:37:00 ora solare Europa occidentale,2020-12-02,22:37:00,200,151967576,attorneycrump,Ben Crump,,"After it was illegal to bring enslaved people from Africa, one last ship -- the Clotilda -- arrived in Alabama. While so painful, what our ancestors went through must be remembered and taught to future generations so this never happens again!!  https://t.co/7gTVhewmFX",en,[],[],[],49,262,1216,[],[],https://twitter.com/AttorneyCrump/status/1334250236538077186,False,,1,https://pbs.twimg.com/amplify_video_thumb/1334215663938916355/img/G_xayERyHS1rfu7I.jpg,,,,,,,[],,,,
2,1334211892701765633,1334211892701765632,2020-12-02 20:04:38 ora solare Europa occidentale,2020-12-02,20:04:38,200,151967576,attorneycrump,Ben Crump,,"Rev. Drumwright and 12 young people were pepper-sprayed and arrested, some w/ felony charges, for REGISTERING VOTERS in Graham, NC! We cannot allow voter suppression to continue in America. Free the #Graham12 from these trumped-up charges!!  https://t.co/YNdJVkaXT8",en,[],[],[],20,255,954,['graham12'],[],https://twitter.com/AttorneyCrump/status/1334211892701765633,False,,1,https://pbs.twimg.com/amplify_video_thumb/1334211081783422977/img/M135fMwZ5216_wUo.jpg,,,,,,,[],,,,
3,1334161904651153408,1334161904651153408,2020-12-02 16:46:00 ora solare Europa occidentale,2020-12-02,16:46:00,200,151967576,attorneycrump,Ben Crump,,Our leaders must take bold steps NOW to combat racial injustice! @LouisvilleMayor has shown strong leadership to bring progress &amp; reform out of #BreonnaTaylor’s death. This executive order on racial equity can achieve real CHANGE for Louisville!  https://t.co/SWk0FUKdmE,en,"[{'screen_name': 'louisvillemayor', 'name': 'mayor greg fischer', 'id': '244123121'}]",['https://www.courier-journal.com/story/news/politics/metro-government/2020/12/01/louisville-mayor-fischer-lays-out-path-racial-equity-after-breonna-taylor-death/6464926002/'],[],7,43,275,['breonnataylor'],[],https://twitter.com/AttorneyCrump/status/1334161904651153408,False,,0,,,,,,,,[],,,,
